订单编号,房源编号,房间类型,面积,租客姓名,联系方式,入住日期,退房日期,租期,租金,押金,支付方式,状态
0d557b54-87d5-4d78-a244-fa69b481dd17,17431,一室两厅,61,王明,13402221284,2022-09-18,2023-05-12,236,623,623,支付宝,完成
17428eaa-3f80-4e04-89b1-ad7d965b1910,19402,两室两厅,79,孙凤兰,18565275593,2022-08-27,2023-02-04,161,1915,1915,现金,取消
1dc59c7c-6ff6-45ae-99f5-b456a05120a7,13148,一室两厅,65,陈玲,13690517026,2022-10-12,2023-02-28,139,1152,2304,现金,取消
00eb8a02-5c33-4245-b59f-7faad83ecdd5,15638,两室两厅,93,文斌,13263824378,2022-11-18,2022-12-27,39,1653,1653,支付宝,取消
cbb14028-ab92-48a4-8a88-188512955b4b,16569,一室两厅,57,崔玉珍,13155923306,2023-04-16,2023-04-25,9,922,922,现金,取消
d55c5fcf-91ce-4ac1-9d71-2d3077502f16,18393,两室一厅,97,姚瑞,15335707481,2022-07-29,2023-02-02,188,1479,1479,现金,取消
79aee58f-5d2c-43a2-887b-2a8f56eaaceb,15755,四室两厅,146,何桂荣,13706463198,2022-06-06,2022-06-24,18,5298,10596,支付宝,完成
c7594074-b67a-4082-b02f-29655152fa1f,17286,三室两厅,120,楚宇,15582597808,2023-01-31,2023-04-14,73,3508,7016,现金,完成
505aca22-d675-4231-8190-b26a04539fe0,11818,一室一厅,47,童芳,14519176018,2022-12-19,2023-05-05,137,922,1844,支付宝,取消
5c08136f-2641-4dcb-b95c-a237892fc6a8,12991,两室两厅,109,郭波,13756237580,2022-07-06,2022-09-29,85,1823,3646,微信,完成
451fd3b3-df81-461a-97e4-24ff953bafe2,15521,四室两厅,149,杨龙,18691478516,2022-05-29,2022-09-03,97,6404,12808,支付宝,完成
37bfdb41-193a-4e40-be20-6130c3ace97a,17171,四室两厅,153,梁浩,13306849049,2022-12-31,2023-05-04,124,5657,11314,微信,完成
4a421824-1fec-4b93-9667-37c76b4770ec,10851,一室一厅,45,吴桂珍,15359912671,2022-06-15,2023-04-06,295,590,590,支付宝,取消
4748500d-30ee-4a46-88c5-5130dd4ecc2d,10426,两室两厅,76,陈玲,13485923772,2023-02-05,2023-03-17,40,1111,2222,现金,完成
358e58b9-9482-4534-a412-045432e01bc7,15368,两室一厅,101,温利,14567949012,2022-08-09,2023-01-12,156,1150,1150,现金,完成
f5418bc7-2b48-4e3c-b401-ce8ba4e724c0,17400,两室两厅,104,郑春梅,13027691474,2023-05-04,2023-05-17,13,1441,2882,微信,完成
d9c2fe1a-9ea7-4db9-ae9f-9274e7763ddc,14791,三室两厅,123,叶兰英,15328126721,2023-04-09,2023-04-28,19,3344,3344,现金,完成
0472de49-2cac-413f-9567-2727c0bd6fa7,14850,两室两厅,96,陈萍,15239867593,2023-04-16,2023-04-17,1,1431,2862,微信,完成
065ebd80-602f-4c23-98ec-7e3db10f889d,16325,一室两厅,69,闻兵,13108773753,2023-04-29,2023-05-07,8,802,802,微信,完成
90d47cef-ba99-45a0-bac7-be5e52bde13a,10625,一室一厅,41,邓敏,13800100451,2022-07-26,2022-08-13,18,839,839,现金,取消
5ebfab90-b7f4-4540-8d45-fa6cbb79faf6,11164,两室两厅,75,孔兰英,15598609776,2022-10-24,2023-03-27,154,2083,2083,微信,取消
22483c00-3fa5-4828-b9ee-242efd8ca91a,18503,两室两厅,72,罗晨,13614935837,2022-10-22,2023-04-20,180,1889,1889,支付宝,取消
694e0b3e-6d21-49c6-95dc-7e0f22de4367,14002,三室两厅,118,梁玉珍,13490161458,2023-02-06,2023-05-02,85,4403,4403,支付宝,完成
c7ebd16e-efe6-4c47-bbc2-dab9f9afc8a2,13462,两室一厅,78,许平,13872152085,2022-09-20,2022-11-10,51,1960,3920,微信,取消
88e16d04-3220-4406-9f25-ddb94121ead1,12945,两室两厅,71,陈婷,13323637544,2022-12-11,2023-04-28,138,1440,2880,现金,完成
457b181d-fa97-4bb2-ac62-795d1b4dbb5b,11999,两室一厅,76,唐宇,13625232814,2022-07-24,2023-05-12,292,1020,2040,现金,取消
9f55a795-e6f9-45e1-8931-f5e5bed56077,17839,两室一厅,92,朱利,13112342510,2022-07-12,2022-10-17,97,1004,1004,微信,取消
c8aa94bc-f6f4-4b95-9cde-f8512689fb88,18671,一室两厅,70,罗颖,15156993802,2022-12-23,2023-03-13,80,1468,2936,现金,完成
b63f6586-f93d-4d74-ba22-7f5acc8a0a01,17905,一室一厅,45,郑建军,13885869779,2023-04-08,2023-05-01,23,630,630,微信,完成
d5aed045-ec71-43b9-ac02-e22f0b4abbdd,14878,两室两厅,96,朱海燕,13191879761,2022-11-30,2023-02-13,75,1436,1436,微信,取消
e235134e-8c28-40a4-ae7c-896b2c410cd9,18413,四室两厅,157,李飞,15284465280,2023-03-02,2023-03-14,12,5855,5855,微信,取消
4993c456-52c0-49f0-a73e-d6b12fdf26a5,18329,一室两厅,50,叶红,13720162521,2022-12-16,2023-04-18,123,640,640,现金,取消
173d9c5c-3929-4c5a-8107-a7448d85c2fb,10584,两室两厅,95,刘桂荣,15996940636,2022-10-15,2022-12-14,60,1581,1581,现金,取消
4a0f2a73-35d0-428c-8c01-fe1437b74b30,13429,两室两厅,98,毛芳,18872452320,2023-02-06,2023-02-24,18,1522,3044,支付宝,完成
12f34431-c94d-4292-b740-a6a3d0f611fa,17401,一室两厅,65,陈梅,13177255599,2023-02-20,2023-03-19,27,878,1756,现金,完成
a86d6a0f-f21a-480c-b1c1-2885697daeb9,16541,三室两厅,122,胡玉梅,15877306913,2023-01-27,2023-04-06,69,4256,4256,微信,取消
24d226ed-9436-4cdd-9219-409c110c39d5,19191,一室一厅,46,杨静,15928850846,2023-01-28,2023-04-12,74,717,717,现金,完成
bbe83d36-dda4-4e11-9a5e-56d8ed6620bd,17277,两室一厅,106,崔平,13853435308,2023-03-19,2023-04-11,23,1907,3814,微信,完成
138caa53-ac6f-4d32-8dc3-de8af316a010,10083,一室一厅,40,袁秀云,15604625791,2022-12-29,2023-04-04,96,1355,1355,支付宝,完成
16d51e50-155f-436e-9b0a-6a9a94f6350a,11071,一室一厅,42,郝桂英,18271808802,2023-05-08,2023-05-10,2,1152,2304,现金,完成
e43ecff2-dd06-4b3a-8b76-b4dd44136a0a,10638,两室两厅,95,黄龙,15700146759,2022-10-24,2022-12-12,49,1706,1706,支付宝,完成
d49df5e5-66b9-4708-a429-5c0bee0cbcb2,11895,三室两厅,126,卢金凤,15944427974,2023-05-07,2023-05-10,3,3454,6908,支付宝,取消
d6874340-5d4f-4e4d-b859-69bc4aa1645e,15982,一室一厅,47,张欣,15178968536,2022-07-12,2023-01-30,202,929,1858,微信,完成
72691d0b-799c-4337-998b-ba661201e720,11524,四室两厅,153,孙刚,13595169460,2023-03-20,2023-04-29,40,5169,5169,微信,完成
9dee35cb-785e-40be-96fc-537f0c51b3e2,12984,两室两厅,106,王秀云,18736523174,2022-12-01,2023-01-19,49,2034,4068,微信,完成
13ee05d1-502c-4d0d-9572-8b9ab7a1a1a5,10018,两室一厅,103,张娟,18788095089,2022-09-21,2023-05-13,234,2052,4104,支付宝,完成
2454f5ac-2e56-43f4-b91c-711671d3c20c,18321,两室两厅,84,陈丽娟,15231125233,2022-08-30,2022-12-02,94,1994,3988,支付宝,取消
416fb4da-8fbc-4543-96b6-aeb218db1c6f,16805,一室一厅,41,周帆,15204450171,2022-07-24,2022-12-02,131,936,936,支付宝,完成
9bca86e9-b9dc-4c13-881b-dc19952d8dc5,15375,四室两厅,142,艾浩,15079786272,2023-02-15,2023-05-06,80,4696,9392,现金,取消
594a0f2c-fe54-4016-8b85-313339760259,18190,一室两厅,62,孙玉珍,18871823563,2022-06-06,2022-08-17,72,777,777,现金,完成
393ff075-b21d-4ac2-ba69-2ad9bb1c5e29,16164,四室两厅,145,朱平,15556707329,2022-11-30,2023-01-20,51,5668,11336,支付宝,取消
590765f0-b40d-42d9-aac9-946bd6ec272a,14092,一室两厅,65,葛玉梅,15220706898,2022-06-26,2023-01-07,195,760,1520,现金,完成
f4a44506-75b1-4809-8935-0e22af33613a,15910,两室两厅,94,张凯,13217323873,2022-05-29,2023-01-30,246,1528,3056,现金,取消
d63e5f59-beac-43c7-acb9-24f0c1f29525,10530,四室两厅,137,钟淑英,15380944202,2022-09-11,2023-05-05,236,4513,4513,微信,取消
d4e90aa3-e1b3-44b4-9c90-aab3b53bda8e,10688,三室两厅,116,吴凤英,15774228335,2022-11-11,2023-04-09,149,3087,6174,支付宝,完成
e3184f0a-07db-4fe8-aaa2-788f216aa700,15532,两室两厅,109,程健,13578897425,2022-12-13,2023-04-04,112,1238,1238,现金,取消
c9f9d95d-f9cd-4cb7-90a2-edba69414f9d,12119,一室两厅,57,王秀华,15023256505,2022-06-26,2023-03-28,275,1138,2276,现金,取消
1e3cfd85-e16b-4dbf-bd55-e1df5b9f1680,13967,两室两厅,88,陈佳,15969917362,2022-12-14,2022-12-30,16,2035,4070,微信,取消
41885d64-7608-4d74-82db-b57379ca7303,12632,一室两厅,59,王波,14574575423,2022-09-07,2023-05-07,242,1524,1524,现金,取消
4d8da0e3-dff6-4113-9df6-92a376c2f5cc,11952,四室两厅,136,张红梅,15707884037,2023-01-13,2023-02-07,25,5943,5943,现金,取消
fac00df5-80dd-483e-b919-5d313c9e5d2d,19997,两室一厅,109,萧建军,15970911164,2023-04-06,2023-04-25,19,1960,3920,微信,完成
106087b8-78ce-4dc1-924e-65ee6c8e6dfa,18379,一室两厅,66,汪文,13205366637,2022-12-25,2023-04-02,98,1147,1147,微信,完成
8c2f76cc-d3ef-4d38-bfc4-5142dfb3aa2a,12731,两室两厅,89,陈秀珍,13197589172,2022-06-17,2022-11-11,147,1266,1266,现金,取消
0ccfede1-8d3c-49c8-8a2d-c27b15d443f5,10816,四室两厅,147,商桂兰,13520358843,2023-03-27,2023-04-07,11,6732,6732,支付宝,完成
5ea3a437-2c95-4db3-9202-b330f8297134,18249,一室两厅,54,蒲阳,18756468859,2022-09-11,2023-04-21,222,559,559,支付宝,取消
df1fa5fd-5dd1-4ec4-8ec2-9f75dc842651,10470,两室两厅,107,宋斌,18743452367,2023-03-26,2023-05-18,53,1740,3480,现金,取消
f09274d6-0ada-4dd8-a495-874882b922f0,10897,一室两厅,50,葛玉,18886807355,2023-01-07,2023-03-07,59,584,1168,支付宝,取消
3ae09432-67ed-4ef4-aad1-7d3ce79d4c95,16626,两室一厅,102,尹平,15586299186,2022-05-26,2022-07-18,53,1443,2886,支付宝,取消
6d3f2167-e8bc-4d43-ac7c-47a7b3a32947,10063,四室两厅,135,杨倩,15387476818,2022-10-03,2023-04-24,203,6394,12788,微信,完成
4a753770-4364-4160-b451-65f052cdd97c,12694,三室两厅,124,金亮,13903491956,2022-07-02,2022-11-09,130,3055,6110,微信,完成
5f156fb3-a41f-47a1-b7a3-9e9545fba8ee,16006,两室一厅,98,吴鑫,18810441605,2023-05-02,2023-05-11,9,1715,3430,微信,完成
0728de52-e898-44cf-80fa-f3cad08ad19c,13068,三室两厅,112,卓霞,13347847673,2023-03-22,2023-03-22,0,3199,3199,现金,完成
3e0a27f9-ee66-422d-af22-cbb80dec8cdf,14917,三室两厅,121,冯淑英,18642737320,2023-02-27,2023-05-12,74,3149,3149,微信,取消
0b421985-f334-41c5-822f-a5ca425c2035,13911,一室一厅,40,孔淑英,18744338720,2023-02-09,2023-04-17,67,876,876,现金,完成
ee53b96c-c696-4a52-80eb-e81de487aedc,18206,两室一厅,77,张荣,15878316949,2022-12-14,2023-02-19,67,2087,2087,支付宝,取消
f2be7835-07d3-4826-9b24-5cba6bd0f003,19942,两室两厅,92,周莹,14763907722,2023-05-07,2023-05-07,0,1885,3770,现金,完成
bae4cf41-ce3a-4bb3-959f-2f6b1d57d142,10123,一室一厅,43,高玉华,15126137048,2022-09-04,2023-04-13,221,1460,1460,现金,完成
70808d71-6c1d-4798-a5a4-fa068fd517df,13535,三室两厅,126,宋秀兰,13315185240,2022-12-03,2023-04-16,134,4471,8942,支付宝,取消
eb524dbf-2cd4-4e69-b7e8-898ed9d3310f,10158,一室一厅,50,彭颖,13901582150,2022-06-15,2022-07-22,37,828,1656,微信,完成
969051ec-d279-431f-a344-a98ffe6fe274,19994,两室两厅,105,刘伟,18263994155,2023-03-20,2023-05-20,61,1511,3022,支付宝,取消
5b640760-921f-46e2-8899-c61e9c40a67b,11141,两室两厅,70,杨秀珍,15241600907,2022-11-16,2023-02-25,101,1975,3950,支付宝,取消
846ba76f-d78a-4ecb-ac32-5d3ea8fc7e5f,14267,一室两厅,66,黎飞,13943435966,2022-10-26,2023-03-27,152,1766,3532,现金,完成
3a1a61e2-ba4d-49b1-894f-f4fe001e24ca,10834,两室两厅,73,庞淑英,15250789491,2022-11-13,2023-04-02,140,1883,3766,微信,取消
415ab7cf-45e3-4fa5-a262-dbee0ac66505,16496,一室一厅,45,王燕,13061367529,2022-10-01,2022-12-13,73,937,937,现金,取消
a724da29-1efe-4aca-85ad-46e3701be195,17512,两室一厅,91,吴帆,13534328475,2023-03-19,2023-03-22,3,1651,1651,支付宝,取消
4c2c3497-3103-4637-9ea2-43dd364900aa,13590,三室两厅,123,方林,18736498044,2022-12-15,2022-12-21,6,4443,8886,现金,取消
f721e3a7-5601-4de5-9fce-716cd7faba3f,11781,一室两厅,69,陈飞,14599061634,2022-12-12,2023-05-03,142,1501,3002,支付宝,完成
cbbe5102-46d4-44ec-b837-d043ce5145fc,15618,三室两厅,129,王瑞,13609713026,2022-07-15,2022-11-08,116,4016,8032,微信,取消
8739ab07-c59a-473a-b492-b68682ef5602,17198,两室一厅,93,李彬,14594296965,2022-08-27,2022-10-29,63,1958,1958,支付宝,完成
4142900a-4f43-495b-b710-d40f776dff76,12382,一室一厅,41,徐凤兰,13406077792,2023-05-14,2023-05-18,4,1294,1294,现金,完成
2a471c0d-de17-47f2-8e10-d6180883ac27,11431,一室一厅,48,陈波,18948606972,2023-02-27,2023-03-09,10,1123,1123,支付宝,完成
c4053022-fec8-4c23-9a83-47c4ee0c7fdf,13116,一室一厅,46,崔红,14543924063,2022-08-04,2022-12-05,123,835,835,支付宝,完成
c15e238f-7a0e-4464-b313-d022aa732782,16558,三室两厅,110,刘鹏,13076854019,2022-07-11,2023-03-11,243,3600,7200,微信,取消
9bc9af4a-b853-48a9-922e-44c14e2205a6,16008,两室两厅,78,黄桂花,13078901014,2022-05-27,2023-04-23,331,2066,2066,现金,取消
d2f9b4fd-be60-4244-968b-81994313c82a,12102,两室一厅,97,黄健,15358686108,2023-03-10,2023-05-20,71,1072,1072,微信,完成
f4447c3f-d89f-4e90-80d5-7addfd5b7e08,11777,两室两厅,70,张亮,15968414878,2022-07-31,2022-12-07,129,1464,2928,微信,完成
bec122d3-ce1f-4e9c-8bdf-9005a9e4f3af,13546,四室两厅,150,钱想,13437043435,2023-05-13,2023-05-14,1,6144,12288,现金,取消
130e29c5-46fc-468d-bb48-448c832bd8f6,14822,一室一厅,41,许东,15765112559,2022-08-02,2022-12-17,137,981,981,现金,取消
d0c90c5b-bd2e-4939-a812-eef44a9ad27c,13363,三室两厅,113,惠金凤,13432243420,2022-10-19,2023-01-20,93,4118,8236,现金,完成
292b492e-326b-4e03-9410-7ebde7c8c626,11393,两室一厅,99,尚丽娟,13626447615,2023-01-07,2023-02-14,38,1301,2602,微信,取消
72014454-ca39-44e6-9759-e490be23b0dd,17778,两室两厅,72,冉柳,13492626318,2022-06-26,2023-02-23,242,1577,1577,现金,完成
077b01c4-2baa-4e2e-b4a3-4d9c0d93f998,19680,一室两厅,67,戴洁,15252577284,2022-10-19,2023-05-02,195,1231,2462,微信,完成
6fa64193-07d2-4cae-aabd-52b0b8c69b7d,18916,四室两厅,160,李丹,18033931518,2023-04-07,2023-04-12,5,5995,11990,微信,完成
ef815b57-5161-477d-8932-a674e47c94cc,12160,三室两厅,125,余秀梅,15025464877,2022-12-14,2023-04-12,119,4441,8882,支付宝,完成
218f8cba-09da-49f4-960e-04776d5dd20f,12492,四室两厅,148,贺桂香,13372185282,2022-10-24,2022-11-08,15,6405,12810,微信,取消
ab725bc9-82b9-436c-bbfd-76f63b71359b,16167,三室两厅,112,覃倩,15765732850,2023-03-14,2023-03-15,1,4008,8016,现金,取消
51d53e1b-a0df-4962-9efd-a797e235e9dd,13253,一室两厅,66,朱金凤,15028154741,2023-04-30,2023-05-19,19,1255,2510,现金,取消
77655232-d664-4db9-bfd4-1533c2df118c,17498,两室一厅,86,黄波,15079123743,2022-06-25,2022-12-06,164,1856,3712,现金,取消
36c042c9-eb66-43c9-8591-e4c5a06b4ed9,14132,一室两厅,62,陈建华,13898156129,2023-04-01,2023-05-12,41,1495,2990,现金,完成
098c8b3b-cf6c-43ee-9143-8c6f3e3d7d22,17854,两室两厅,94,杨帅,13268256786,2022-10-06,2023-05-14,220,1389,1389,支付宝,取消
da2cabcb-beca-4cf3-a895-66cae2791548,18888,四室两厅,156,张玉兰,15322915566,2022-08-19,2023-02-25,190,6386,6386,微信,完成
e2eb79ba-16ca-4938-8c5c-5585fbf1ee53,12337,三室两厅,118,方玉华,15018984414,2023-03-17,2023-03-20,3,3136,6272,微信,完成
a5a8f779-9a6b-41ab-96b5-6c1de069094f,10228,三室两厅,119,张金凤,13481285922,2022-06-23,2023-05-16,327,4234,8468,支付宝,完成
1a5d6074-d3fa-464e-bd8b-4fb7b25532ac,10527,两室一厅,71,刘东,15154014723,2022-05-24,2022-07-28,65,1758,1758,现金,完成
6bc41a4f-1965-4771-a579-fd5d69f9c44e,14192,一室一厅,49,王冬梅,13050719147,2022-12-28,2023-02-17,51,653,1306,微信,完成
57587939-95de-40ac-b8f0-0c99b01b2c11,17862,两室两厅,88,李玉兰,18075488378,2022-10-20,2022-11-07,18,1449,1449,微信,取消
e77e9275-ba6d-4bee-b2bb-d269f75182f3,10309,一室一厅,50,袁荣,18864140084,2022-11-10,2022-11-21,11,682,682,支付宝,取消
6e76e1b8-a037-4e22-b556-b77cbfb4123f,16892,两室两厅,99,刘璐,18153829877,2022-12-18,2023-03-29,101,1032,2064,微信,取消
570176ed-35e7-4c41-a3b9-8b90911b041c,17411,两室一厅,73,孙淑兰,13568979462,2023-02-01,2023-03-12,39,1920,3840,支付宝,完成
f45f3912-2ff7-4e27-96cf-be0c0b9a7155,11462,四室两厅,140,常淑华,15888399961,2022-11-20,2023-04-13,144,6727,6727,现金,完成
69bfbad8-b239-4e47-b6fb-c9fe148eab6e,13766,两室两厅,106,陈兰英,15971013187,2022-11-08,2023-05-06,179,1124,2248,微信,取消
c113a909-dcdc-4dcd-8fad-5243b8eda5b4,19383,一室两厅,69,冯玉,18129536922,2022-07-23,2023-02-10,202,955,1910,微信,完成
19e9cd45-eec5-4c5a-b121-0b6a1ff2775b,10414,一室两厅,51,刘冬梅,14742014841,2022-10-16,2022-11-01,16,1204,2408,现金,取消
2d96cfa3-5d04-41d4-b819-51d961a4045c,15329,一室一厅,42,牛阳,13533527513,2023-02-22,2023-04-17,54,1147,1147,现金,取消
b844f770-7211-4b63-9430-51ad1e87f32f,15468,一室一厅,41,曹桂花,13745578116,2023-03-04,2023-05-09,66,529,529,微信,完成
b34248ab-4712-4aa1-b231-95f00419bca8,12360,两室一厅,73,吴荣,18585599661,2022-06-16,2022-09-13,89,1249,2498,现金,取消
cb323364-51bd-4836-80cd-783b32d2a827,12157,四室两厅,160,陈淑华,18246348731,2022-10-20,2023-01-28,100,5099,10198,现金,完成
c5770c5f-8d63-4285-a505-6128a07d94fb,18203,两室两厅,93,陈桂荣,18251747569,2022-08-31,2023-04-27,239,1784,3568,现金,取消
f2a046d2-9560-4cc1-8da7-76c045a03759,17933,三室两厅,112,王平,14735706674,2023-01-29,2023-03-12,42,3484,3484,支付宝,取消
ddf2a61c-23c5-4374-8468-38d2791d3a89,14592,两室一厅,85,余浩,13166356788,2023-03-03,2023-03-11,8,1263,2526,现金,完成
c76e3f5d-570e-4f25-ab66-1c22c7a4c157,12150,三室两厅,121,陈晶,18765597397,2023-04-18,2023-05-10,22,3109,3109,现金,取消
6e1655a4-6ff9-4620-9cda-5f8b8c92f336,15900,一室一厅,44,孔秀云,18659403315,2023-04-04,2023-05-18,44,1456,2912,支付宝,完成
8b51480d-d0fd-4ad8-80a4-d0ceee490886,13831,三室两厅,114,朱丹,15829078443,2022-06-01,2022-10-19,140,3596,3596,现金,完成
6572f78a-eb8d-4160-b387-71bc89d55d44,11644,三室两厅,112,刘建,18553634098,2023-03-07,2023-04-30,54,3569,3569,支付宝,取消
43add9f4-f62c-4b63-a0c3-d01d5ae18f86,13801,一室一厅,48,高欣,13286572152,2023-05-02,2023-05-16,14,1090,2180,微信,完成
70327ee1-574b-40dd-a29d-080d09db821b,13468,四室两厅,130,王丽丽,15806855890,2022-11-14,2023-04-27,164,5932,5932,微信,完成
65a2d8ef-6f0e-43ed-b9dd-cf2e40c21e8c,10029,三室两厅,122,李芳,13473514405,2023-05-11,2023-05-18,7,4470,8940,微信,完成
dda3a184-cde3-4355-b1d1-6c3f48ea4465,14537,三室两厅,116,王金凤,15784980512,2023-04-02,2023-04-05,3,3440,3440,现金,取消
c6724065-83fa-45de-a53a-825c72b03130,10438,两室一厅,79,郑杨,13789058913,2023-02-25,2023-05-20,84,2197,4394,现金,取消
8e2ed805-ddb1-4939-9720-06b712f4cf1b,17565,两室两厅,98,曾畅,13653603671,2022-08-03,2023-02-09,190,1706,3412,现金,取消
e1d40fe8-74ea-4e10-ae09-32ad4f9b5af5,13074,四室两厅,151,黄柳,18724294979,2022-07-11,2023-03-24,256,4673,4673,微信,完成
676616ad-6a0c-46d0-8b2f-6d93878fd4ba,17506,两室一厅,87,胡玉兰,15629393016,2023-01-10,2023-01-20,10,1435,2870,微信,取消
2d399a4a-8775-44e9-aabb-b3590fd80346,16437,两室一厅,75,李秀芳,13565473062,2022-07-25,2023-04-10,259,1050,2100,微信,取消
b726512e-5eff-4e7e-9f1e-faa8746a625f,16681,四室两厅,152,谭磊,13580160516,2022-07-15,2023-03-31,259,5831,11662,现金,完成
75bdea5c-bb3d-4dc4-a370-26b4a0dae6c5,11412,两室两厅,94,龙博,15716404522,2023-02-26,2023-04-15,48,1570,1570,现金,取消
bb593185-495f-4bf3-886f-2b9abd945012,18698,三室两厅,123,赵玉,15132624185,2023-01-02,2023-02-12,41,3613,3613,微信,完成
57fab702-7a52-49b2-ba2d-48cc73fb49a8,10323,两室两厅,97,贺桂珍,13973677774,2022-09-18,2023-02-11,146,2063,2063,微信,完成
6c1f4d59-a28d-4675-b66d-f6e8bc9394f0,12989,两室两厅,99,江玲,14539312568,2022-07-09,2022-10-27,110,1324,2648,支付宝,取消
63242dc9-8beb-445e-b21b-1bd01b637485,10756,两室两厅,79,陈桂兰,15212695951,2022-09-10,2023-01-19,131,2109,4218,微信,取消
c809f3e2-c108-4e67-b6e8-43c4543c2c3f,11386,四室两厅,137,郭佳,14582098443,2022-11-15,2022-12-16,31,6953,6953,现金,完成
ce6876f3-35dd-4bb6-87d4-66b272b52af3,12468,两室两厅,83,陈成,18753011365,2023-02-21,2023-03-16,23,1068,2136,支付宝,取消
1fcc5f6f-78da-4564-ac67-0c1376238e89,12289,一室两厅,51,王丽,18557942946,2022-08-11,2023-04-08,240,532,1064,支付宝,取消
ec98c235-d667-44ee-a781-faf6d7510f6b,19176,四室两厅,146,张丽华,18900263004,2022-07-26,2023-03-17,234,6884,6884,支付宝,取消
c68426db-cf46-4a76-aae4-8798a4a31c3a,11003,三室两厅,118,李波,18886248748,2023-01-31,2023-02-09,9,3327,6654,现金,完成
d2600fcb-12ed-4a4c-8ab5-8b90ca7a49bb,17275,四室两厅,143,温建国,18035394271,2022-08-29,2023-02-01,156,5872,11744,微信,取消
afefe65f-018e-49b1-b154-db4077d20d4e,16494,两室两厅,78,张桂英,15674852802,2022-07-29,2022-09-22,55,1803,1803,现金,取消
c8877a0e-038f-413a-b953-d8e8cbd16d7c,14093,四室两厅,134,徐文,13254399091,2023-04-13,2023-05-17,34,6673,13346,微信,完成
b29377a9-d37c-4174-a830-ac89a064348c,17497,两室两厅,85,李红梅,15542509884,2022-11-18,2022-12-21,33,1050,2100,现金,完成
4b4a6659-5e19-4222-ac76-2d1bf5657971,16425,四室两厅,157,洪婷,14580960075,2022-06-08,2022-12-15,190,6966,13932,微信,完成
1837d79e-ffa9-45e4-90c6-f86aa72af53a,12972,一室一厅,40,伍秀梅,13334741135,2022-05-21,2022-12-12,205,1361,1361,支付宝,完成
2cc1c768-18a9-474d-9e32-b061373206ef,12906,两室两厅,110,孙桂芝,18962500144,2023-03-28,2023-04-03,6,1592,3184,支付宝,完成
4fb4338d-d85d-42c1-842e-cf57d62eb069,19299,三室两厅,110,祝飞,15206235237,2022-08-16,2022-11-28,104,3185,3185,支付宝,取消
0457bdec-773c-40f6-81ef-3923dbddacfe,16372,一室一厅,43,张秀荣,13143837843,2022-10-28,2022-12-10,43,1450,2900,支付宝,完成
f713377d-bf9c-4d6e-a837-f576e799a693,16065,一室两厅,51,吴利,15809263274,2023-04-06,2023-04-10,4,823,1646,微信,取消
decd7326-a772-4d35-87d1-0574a309399f,13451,三室两厅,129,金勇,13060161645,2022-06-25,2022-12-20,178,3001,3001,微信,完成
2085239c-3e9d-49f1-9f89-1cb31d046415,18565,一室一厅,50,邹婷婷,15538241982,2022-12-11,2023-03-02,81,639,1278,现金,取消
bb3ed9cf-f16e-403e-b96a-2dfc1ef0155a,15453,两室一厅,102,张阳,18059834334,2022-10-08,2022-10-13,5,2040,2040,微信,取消
22c9574f-c917-4e81-84bb-1181ccec4f02,14755,四室两厅,158,黄琳,13417181872,2023-03-23,2023-04-13,21,6730,13460,现金,完成
b2e42c4b-dd53-452e-ad80-9ca4498266ed,11555,三室两厅,115,周宁,15343971204,2022-10-24,2023-01-02,70,4359,4359,现金,取消
ecf34f1e-d5b6-436c-be48-b3c4659f7b26,17230,三室两厅,125,李鑫,15075282103,2022-12-06,2023-03-29,113,3623,7246,支付宝,取消
7f6ac4be-50c3-41c7-a13a-e1babbb39765,18026,两室两厅,80,杨玉华,13859725188,2023-04-07,2023-04-27,20,1305,2610,支付宝,完成
9372a3f9-5ad1-445c-8b84-48d27846c3de,16673,三室两厅,118,徐帆,15045014864,2023-04-20,2023-05-12,22,3812,3812,微信,取消
08edaf9f-0409-43fc-9122-ac7321233390,15864,两室两厅,90,赖军,14509207760,2023-03-09,2023-04-04,26,1131,1131,支付宝,取消
cf64d7de-2817-4cd8-a702-2400958224ef,12836,两室两厅,103,谢亮,14532081264,2022-06-30,2023-05-16,320,1542,3084,支付宝,取消
5e7c895a-6fdd-4f8a-a3ea-eaf1b1fc86a2,12102,一室一厅,45,李雷,14791444743,2022-12-24,2023-02-21,59,813,1626,微信,完成
d55aca03-0fe1-4138-9162-0d6a29365060,18862,四室两厅,139,郭彬,13109561744,2023-01-19,2023-02-14,26,5628,5628,支付宝,取消
376f63a1-6d23-4f64-aace-e33ee6aa1656,17701,三室两厅,115,史丽丽,18114151369,2022-06-10,2023-02-13,248,4144,8288,现金,完成
0b9ee16e-6f0c-4544-aea0-7abf9b07acdc,19320,三室两厅,112,马成,14724230694,2022-12-30,2023-04-11,102,3074,3074,微信,取消
42600911-8c09-4515-8037-24665bc8f8b8,10666,两室一厅,94,包凤兰,13534423293,2023-05-01,2023-05-05,4,1918,1918,现金,完成
25c06d70-7e2b-414c-b9de-9197798cd2f4,19015,两室一厅,104,陈丽丽,13735116381,2022-11-24,2022-12-12,18,1319,1319,支付宝,完成
59634220-3a78-4181-8e29-6cd1a6d60a39,14093,四室两厅,140,杨林,13905149309,2022-06-12,2023-01-23,225,5415,5415,微信,取消
